Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
REDTAPE,EQ,145.95,4.22,8068.23,4.95,7.21
DLINKINDIA,EQ,501.9,0.61,1781.99,1.42,7.19
ADSL,EQ,202,0.89,1138.92,3.52,7.14
HMVL,EQ,94,5.84,692.51,7.25,7.13
KELLTONTEC,EQ,118.7,0.61,1157.49,5.98,7.11
GMMPFAUDLR,EQ,1126.2,1.69,5063.08,0.62,7
FAZE3Q,EQ,646,3.59,1571.01,1.08,6.99
FILATEX,EQ,48.28,0.4,2142.93,14.01,6.82
NEXT50IETF,EQ,70.37,0.34,1513.77,9.67,6.81
BHAGERIA,EQ,191,10.19,833.6,3.43,6.77
BHARATSE,EQ,111,6.78,697.08,6.03,6.77
NSIL,EQ,6995,0.21,3592.75,0.1,6.71
PFIZER,EQ,4461.1,1.09,20408.52,0.15,6.7
GOKULAGRO,EQ,254.43,0.22,3753.95,2.59,6.67
STARCEMENT,EQ,225,1.35,9279.65,2.94,6.66
SATKARTAR,SM,179,4.8,281.83,3.68,6.64
GIPCL,EQ,196.9,0.4,3056.2,3.35,6.63
GOLDCASE,EQ,14.92,0.81,303.62,44.51,6.59
BANKNIFTY1,EQ,571.11,0.45,5547.16,1.13,6.47
FCL,EQ,266.31,0.54,3051.25,2.42,6.46
IMFA,EQ,654.05,1.96,3528.87,0.98,6.45
DWARKESH,EQ,47.3,2.23,876.48,13.62,6.45
AUTOBEES,EQ,244.63,0.26,332.15,2.61,6.4
KDDL,EQ,2875,5,3536.04,0.23,6.38
706GS2028,GS,103.6,0.1,114996,6.11,6.34
MUKKA,EQ,31.41,0.19,942.3,20.13,6.34
DHANBANK,EQ,30.92,2.76,1220.41,20.44,6.32
PRECAM,EQ,178.47,2.87,1695.21,3.49,6.25
DONEAR,EQ,123.6,8,642.72,5.07,6.25
CARYSIL,EQ,666.5,2.53,1893.9,0.94,6.22
SILVERIETF,EQ,96.39,0.23,5023.17,6.43,6.19
AIMTRON,SM,607.8,5.35,1240.75,1.03,6.19
UTTAMSUGAR,EQ,325.6,2.42,1241.78,1.89,6.11
GMBREW,EQ,745.5,2.34,1703.24,0.82,6.11
EMBASSY,RR,388,0.67,36778.28,1.57,6.1
HATSUN,EQ,909,1.16,20247.82,0.67,6.08
PIXTRANS,EQ,1735.2,1.65,2364.24,0.35,6.06
DCMSHRIRAM,EQ,1066,2.41,16623.45,0.57,6.05
HATHWAY,EQ,15.22,1.26,2694.1,39.33,6.03
SPORTKING,EQ,123.94,5.78,1574.93,5.01,6
MADRASFERT,EQ,99.2,0.86,1598.12,6,5.95
PNBGILTS,EQ,98.9,1.03,1780.3,6.02,5.95
TTKPRESTIG,EQ,673.25,3.16,9220.16,0.89,5.92
EVEREADY,EQ,327,1.79,2376.87,1.8,5.91
MONARCH,EQ,319,1.29,2331.89,1.84,5.9
GPTINFRA,EQ,143,3.91,1807.01,4.16,5.89
JINDALPOLY,EQ,706.65,1.27,3094.17,0.82,5.89
ASIANTILES,EQ,50.66,2.76,744.93,11.61,5.84
MIDCAPETF,EQ,21.36,0.23,1056.29,27.18,5.81
TEXINFRA,EQ,103,0.16,1312.49,5.65,5.79
CIEINDIA,EQ,446,0.46,16919.56,1.29,5.78
METROBRAND,EQ,1180,0.17,32125.46,0.49,5.77
MOREALTY,EQ,93.45,2.44,84.01,6.2,5.75
OBSCP,SM,205.2,4.99,501.76,2.83,5.74
ZEELEARN,EQ,8.49,7.88,277.68,68.42,5.73
SHALBY,EQ,199.9,2.66,2159.12,2.85,5.72
GSLSU,EQ,134,7.37,567.92,4.23,5.69
KSB,EQ,798,2.75,13888.33,0.71,5.65
RICOAUTO,EQ,72.95,2.41,986.9,7.71,5.64
BHARATRAS,EQ,9631,1.01,4001.94,0.06,5.63
PANAMAPET,EQ,399,4.15,2413.69,1.41,5.59
SMSPHARMA,EQ,266.95,2.94,2366.57,2.09,5.56
SUNDARMHLD,EQ,357.8,2.46,7946.88,1.55,5.54
YATRA,EQ,97.42,3.01,1528.68,5.56,5.5
INGERRAND,EQ,3885.5,0.49,12265.75,0.14,5.4
WSTCSTPAPR,EQ,478,0.04,3157.14,1.12,5.38
KANPRPLA,EQ,215.3,9.9,483.88,2.54,5.35
MAITHANALL,EQ,1012,0.53,2946.09,0.52,5.34
KHAICHEM,EQ,74.2,9.93,719.66,7.34,5.34
SANDHAR,EQ,434.85,1.02,2617.39,1.21,5.33
YASHO,EQ,1744.6,0.52,2103.48,0.3,5.28
KANSAINER,EQ,266,0.91,21505.85,1.96,5.16
RPTECH,EQ,312.9,5.82,2062,1.68,5.15
LLOYDSENT,EQ,52.72,1.38,6706.65,9.65,5.06
SANATHAN,EQ,438,3.03,3696.9,1.16,5.03
KOPRAN,EQ,187,2.57,902.98,2.69,5
MUFTI,EQ,144.76,4.95,945.43,3.45,4.97
RAMCOIND,EQ,257,1.47,2230.99,1.9,4.93
DHARMAJ,EQ,233.1,1.34,787.81,2.1,4.88
WHEELS,EQ,776.8,5.88,1897.96,0.64,4.87
BODALCHEM,EQ,74.9,2.6,943.32,6.51,4.86
XCHANGING,EQ,101.4,5.98,1129.63,4.87,4.85
VALIANTORG,EQ,393.4,4.99,1085.75,1.24,4.84
HNDFDS,EQ,534,1.46,6274.63,0.91,4.83
PKTEA,EQ,891,13.42,275.84,0.54,4.83
IFBIND,EQ,1388,1.14,5624.01,0.35,4.82
VINDHYATEL,EQ,1595,1.54,1890.21,0.3,4.81
BOROLTD,EQ,359,0.59,4291.17,1.34,4.81
ASKAUTOLTD,EQ,440,1.35,8674.27,1.09,4.8
SURAJEST,EQ,317.2,0.95,1515.37,1.47,4.75
SILVRETF,EQ,94.16,0.19,87.32,4.95,4.73
ONMOBILE,EQ,53.75,3.29,571.48,8.75,4.68
DBCORP,EQ,237.5,0.6,4232.06,1.98,4.68
GALLANTT,EQ,476,1.31,11484.97,0.98,4.63
SPLPETRO,EQ,700.2,0.64,13166.65,0.66,4.62
BCLIND,EQ,40.11,0.35,1183.9,11.4,4.59
URJA,EQ,16.5,7.35,867,28.36,4.59
VAKRANGEE,BE,10.99,4.97,1190.43,42.16,4.56
VENKEYS,EQ,1632,0.2,2299.05,0.27,4.48
RUPA,EQ,211.1,0.57,1678.76,2.07,4.39
AVADHSUGAR,EQ,572,0.98,1145.05,0.76,4.38
ADVENZYMES,EQ,293.45,1.17,3283.15,1.49,4.37
OSWALAGRO,EQ,91.11,4.21,1223.01,4.72,4.33
VARDMNPOLY,EQ,13.36,2.61,613.08,31.64,4.3
830NHAI27,N2,1095,0.27,3594.91,0.39,4.27
INSECTICID,EQ,759.5,0.71,2209.98,0.56,4.24
PURVA,EQ,260.8,0.78,6184.86,1.61,4.23
NAHARINDUS,EQ,136.15,3.96,588.24,3,4.22
BIRLACABLE,EQ,173.99,3.48,521.97,2.41,4.22
KINGFA,EQ,3310,3.25,4008.56,0.13,4.21
IPL,EQ,171.29,2.88,1972.64,2.47,4.21
ESTER,EQ,120,0.08,1128.5,3.45,4.19
SRHHYPOLTD,EQ,574,2.43,985.26,0.72,4.14
HGS,EQ,535,3.16,2488.84,0.77,4.1
MAMATA,EQ,378.1,0.23,930.42,1.08,4.08
ALLETEC,SM,430,15.73,868.35,0.96,4.07
SOMANYCERA,EQ,475.1,1.78,1948.37,0.85,4.07
SBCL,EQ,496.95,2.34,2862.64,0.83,4.07
HDFCSILVER,EQ,93.05,0.42,682.07,4.38,4.06
UTINEXT50,EQ,73,2.23,2224.07,5.63,4.06
GULPOLY,EQ,213.5,0.42,1331.61,1.89,4.06
AVL,EQ,427,0.62,5493.91,0.95,4.05
LIKHITHA,EQ,280.95,0.97,1108.35,1.44,4.04
UGARSUGAR,EQ,51.78,6.78,582.52,7.96,4.02
ABINFRA,EQ,111.9,3.77,714.81,3.57,4.01
SURAKSHA,EQ,315,3.74,1640.54,1.27,3.96
CANTABIL,EQ,237.73,1.49,1988.33,1.66,3.95
KRYSTAL,EQ,679,2.54,948.7,0.58,3.95
VARROC,EQ,512.05,1.16,7823.43,0.77,3.95
KIOCL,EQ,276.95,0.38,16831.67,1.41,3.94
SILVER,EQ,96.74,0.65,644.7,4.03,3.9
DECCANCE,EQ,786.9,0.5,1102.25,0.49,3.86
KILITCH,EQ,440.1,1.42,707.78,0.86,3.85
PUNJABCHEM,EQ,1165.1,6.62,1428.67,0.33,3.84
SPENCERS,EQ,67.41,4.25,607.58,5.64,3.81
RACLGEAR,EQ,883,5.53,952.02,0.43,3.77
BANSALWIRE,EQ,403,1.61,6309.2,0.93,3.76
LANDMARK,EQ,460,4.58,1903.25,0.83,3.75
RITCO,EQ,281,6,795.87,1.36,3.75
WCIL,EQ,84.55,0.52,862.03,4.44,3.73
COMSYN,EQ,111.9,4.72,447.07,3.4,3.72
MAXVOLT,SM,195,5.75,212.63,1.92,3.7
AHLUCONT,EQ,930,0.04,6229.84,0.4,3.69
LGBBROSLTD,EQ,1351,1.83,4308.67,0.27,3.67
MAYURUNIQ,EQ,595,1.26,2585.43,0.61,3.64
KKCL,EQ,459.15,0.92,2829.52,0.78,3.63
MOTISONS,EQ,18.34,1.78,1805.5,19.75,3.62
SKMEGGPROD,EQ,206.5,3.4,543.71,1.73,3.62
DVL,EQ,378.5,1.38,1325.69,0.94,3.6
AVANTEL-RE,BE,90.73,16.45,182.63,3.99,3.59
AMBIKCO,EQ,1568.5,3.31,897.97,0.23,3.58
RAMKY,EQ,512.5,0.1,3546.39,0.68,3.52
SURYODAY,EQ,127.94,1.33,1359.81,2.73,3.5
EIHAHOTELS,EQ,382.1,2.25,2328.38,0.91,3.49
TCIEXP,EQ,754,3.94,2893.85,0.47,3.49
GUFICBIO,EQ,392,3.23,3930.88,0.89,3.48
DOLLAR,EQ,403.3,0.35,2287.36,0.85,3.47
ARVSMART,EQ,716.4,1.88,3277.42,0.49,3.47
CONFIPET,EQ,57.45,1.48,1908.72,5.96,3.43
PGHL,EQ,5260,1.25,8731.27,0.06,3.42
GPECO,SM,335,8.68,392.31,1.06,3.4
CENTRUM,EQ,28.73,0.81,1195.26,11.77,3.4
XPROINDIA,EQ,1152.1,0.32,2569.23,0.29,3.39
PPL,EQ,432.4,0.76,1034.23,0.77,3.36
PSUBANK,EQ,678.59,2.09,1456.42,0.5,3.35
GOLD1,EQ,78.97,0.97,6304.78,4.24,3.33
DEEDEV,EQ,248.5,4.11,1715.99,1.33,3.3
KOTHARIPET,EQ,165.51,0.47,973.97,1.95,3.29
HARSHA,EQ,386.4,0.61,3517.94,0.85,3.29
INTLCONV,EQ,84.04,3.68,532.64,3.85,3.26
WEL,EQ,170.2,1.63,2280.82,1.89,3.25
GEEKAYWIRE,EQ,77.44,0.05,404.7,4.12,3.24
RAMCOSYS,EQ,380.6,0.44,1418.97,0.85,3.21
MUFIN,EQ,84,1.61,1373.32,3.79,3.19
FDC,EQ,449,1.79,7310.17,0.7,3.16
MONTECARLO,EQ,618.75,4.53,1282.8,0.51,3.15
GROWWLIQID,EQ,104.07,0.02,62.36,3.01,3.13
SUMIT,EQ,107.89,7.36,488.4,2.92,3.12
KCPSUGIND,EQ,40.35,7.37,457.51,7.84,3.12
CENTURYPLY,EQ,737,0.12,16374.15,0.42,3.11
MOCAPITAL,EQ,41.2,1.03,8.65,7.52,3.11
PILANIINVS,EQ,4766,0.84,5277.03,0.06,3.1
SBISILVER,EQ,95.1,0.85,776.6,3.25,3.09
LINCOLN,EQ,603,0.59,1207.79,0.51,3.09
CORDSCABLE,EQ,202.97,1.41,262.4,1.5,3.09
ARIHANTCAP,EQ,71.81,2.79,747.63,4.25,3.08
IRMENERGY,EQ,287.4,2.55,1180.06,1.07,3.06
KICL,EQ,5200,4.08,2269.96,0.06,3.06
AUTOAXLES,EQ,1720,0.76,2599.26,0.18,3.05
TCI,EQ,1150.5,1.35,8813.84,0.26,3.02
BFINVEST,EQ,552.65,2.98,2081.7,0.55,3.02
GOCLCORP,EQ,316,0.21,1566.49,0.94,3
ISGEC,EQ,1173,0.18,8625.01,0.26,3
KRONOX,EQ,148.6,3.63,551.37,2.03,2.99
NRL,EQ,72.9,12.71,500.39,4.2,2.98
LICMFGOLD,EQ,8500,0.12,326.38,0.03,2.96
MOM100,EQ,61.19,0.23,641.91,4.82,2.95
STALLION,BE,79.88,4.99,633.65,3.7,2.95
MAZDA,EQ,277,9.45,554.69,1.06,2.94
ICICIB22,EQ,109.7,0.07,17977.19,2.67,2.94
BAIDFIN,EQ,11.1,14.2,133.28,26.5,2.93
SPMLINFRA,EQ,186.7,3.66,1326.51,1.58,2.92
AVPINFRA,SM,169.9,5.1,424.4,1.74,2.92
ZUARIIND,EQ,297.5,0.25,885.99,0.97,2.91
PPAP,EQ,201,8.19,283.14,1.43,2.91
CENTENKA,EQ,453.25,1.27,990.38,0.64,2.9
SUMMITSEC,EQ,2050,0.81,2234.87,0.14,2.87
SOTL,EQ,408,0.29,2797.26,0.7,2.86
AARON,EQ,399.9,9.19,418.82,0.72,2.86
IFGLEXPOR,EQ,499.95,3.14,1801.79,0.56,2.83
HILTON,EQ,76.51,3.62,168.7,3.7,2.82
NDL,EQ,4.13,3.77,595.33,68.48,2.82
JINDALPHOT,EQ,990,1.23,1015.57,0.28,2.82
CARRARO,EQ,434.7,0.16,2471.34,0.64,2.82
JAYSREETEA,EQ,105.84,2.68,305.64,2.65,2.81
PLATIND,EQ,264.45,0.94,1452.49,1.05,2.8
TANKUP,SM,225,1.53,119.14,1.24,2.77
AXITA,EQ,9.56,0.1,332.53,28.85,2.76
AONELIQUID,EQ,1008.67,0.01,109.41,0.27,2.75
TIIL,EQ,2875,2.07,6518.43,0.1,2.75
SNOWMAN,EQ,54.25,0.3,906.45,5.01,2.72
MUTHOOTMF,EQ,131.13,0.46,2235.66,2.08,2.72
SUNCLAY,EQ,2419.9,2.73,5334.95,0.11,2.71
RANEHOLDIN,EQ,1495,3.37,2134.53,0.18,2.71
JLHL,EQ,1418,1.31,9297.26,0.19,2.68
UTSSAV,SM,268.5,3.97,639.51,1,2.67
KSOLVES,EQ,331,0.68,784.87,0.79,2.63
ICRA,EQ,6192.5,1.27,5976.52,0.04,2.63
GOLDETF,EQ,91.76,0.4,710.24,2.84,2.6
NECLIFE,EQ,24.33,2.27,545.63,10.69,2.6
AVG,EQ,334.95,16.9,504.36,0.83,2.6
RSWM,EQ,169,4.41,796.02,1.52,2.59
CUBEXTUB,EQ,93,0.24,133.17,2.82,2.58
ARTEMISMED,EQ,248.4,1.39,3451.08,1.05,2.58
HUHTAMAKI,EQ,202.5,1.47,1529.32,1.27,2.58
MIDCAPIETF,EQ,21.58,0.05,459.18,11.9,2.58
HUBTOWN,EQ,186.9,0.16,2534.38,1.35,2.53
AUTOIETF,EQ,24.52,0.45,126.58,10.16,2.5
JSWHL,BE,24300,1.55,26972.09,0.01,2.48
VHL,EQ,3921,3.83,1248.37,0.06,2.47
GHCLTEXTIL,EQ,92.5,2.65,884.17,2.65,2.46
FORCAS,SM,97,1.36,170.53,2.54,2.45
NILASPACES,EQ,12.19,0.83,480.15,19.49,2.45
ACCENTMIC,SM,238,1.91,500.82,1.03,2.45
ANUHPHR,EQ,203.5,12.63,1019.78,1.24,2.44
ANDHRSUGAR,EQ,77.8,3.14,1054.47,3.15,2.44
SMCGLOBAL,EQ,116.14,1.16,1215.99,2.08,2.43
TPLPLASTEH,EQ,83.85,1.08,654.06,2.91,2.43
GEECEE,EQ,440,8.64,920.12,0.56,2.38
HLEGLAS,EQ,302,1.89,1974.4,0.78,2.36
SUPREME,EQ,102,1.65,394.2,2.27,2.34
BAHETI,SM,600,2.75,622.11,0.39,2.34
SETFNN50,EQ,713,0.46,2733.47,0.33,2.33
UNICHEMLAB,EQ,600.5,1.24,4227.87,0.39,2.32
MOSMALL250,EQ,16.54,0.85,99.9,14.01,2.31
ATMASTCO,SM,202,9.99,499.64,1.15,2.29
FLAIR,EQ,286.9,1.6,3023.79,0.8,2.28
VIKASLIFE,EQ,2.78,0.72,516.43,81.14,2.27
STANLEY,EQ,363.1,0.71,2073.56,0.62,2.27
ACCELYA,EQ,1406,1.77,2098.63,0.16,2.27
INNOMET,SM,181.7,0.3,235.12,1.24,2.25
STEELXIND,EQ,8.78,1.86,1051.52,25.66,2.24
IGARASHI,EQ,514,0.52,1617.82,0.43,2.24
SCHAND,EQ,233.25,1.89,822.2,0.96,2.23
TATSILV,EQ,9.39,0.21,183.06,23.78,2.23
EXPLEOSOL,EQ,947,1.11,1469.72,0.23,2.22
DPWIRES,EQ,251.1,8.15,389.36,0.9,2.22
JAYAGROGN,EQ,266.7,5.67,800.1,0.82,2.2
LAOPALA,EQ,248,1.46,2752.8,0.89,2.2
INDSWFTLAB,EQ,71.85,0.87,435.55,2.97,2.15
MANALIPETC,EQ,58.8,1.38,1011.36,3.67,2.14
ASAL,EQ,504,0.22,799.57,0.42,2.14
TINNARUBR,EQ,1045,3.14,1790.03,0.21,2.13
SUPRAJIT,EQ,420,0.26,5760.76,0.51,2.13
LUMAXIND,EQ,2763.7,3.7,2583.43,0.08,2.13
TECHERA,SM,170.2,5,281.19,1.25,2.12
MAWANASUG,EQ,97.7,0.37,382.17,2.14,2.11
PSUBNKIETF,EQ,68.29,1.86,72.02,3.08,2.1
UNIHEALTH,SM,161.2,5.15,248.25,1.33,2.06
C2C,ST,452,1.57,752.18,0.45,2.04
COFFEEDAY,BE,30.55,4.98,645.37,6.77,2.03
INDNIPPON,EQ,678,2.53,1533.73,0.3,2.01
SHEETAL,SM,114.35,1.46,131,1.76,2.01
MAGADSUGAR,EQ,760,2.56,1070.96,0.26,1.98
PRABHA,EQ,210.04,4.42,2875.56,0.95,1.98
SIGNPOST,EQ,222.01,0.95,1186.64,0.89,1.98
WONDERLA,EQ,675,1.21,4280.09,0.29,1.97
SAHASRA,ST,360.6,1.99,901.24,0.54,1.96
AGARIND,EQ,1050,2.97,1570.57,0.19,1.95
SIS,EQ,334.8,0.6,4837.09,0.57,1.9
UNITECH,BZ,6.5,1.4,1700.6,29.15,1.9
VAISHALI,EQ,13.39,5.27,143.53,14.24,1.89
GODHA,EQ,0.57,3.64,53.37,336.28,1.88
PAKKA,EQ,180.45,0.79,811.09,1.04,1.88
FAIRCHEMOR,EQ,820,0.99,1067.71,0.23,1.88
BIGBLOC,EQ,68.16,0.21,964.98,2.74,1.87
BALAJITELE,EQ,75.06,0.66,897.63,2.45,1.87
SHREDIGCEM,EQ,82.9,0.89,1225.38,2.25,1.86
IVZINGOLD,EQ,8212,0.36,276.06,0.02,1.86
MUTHOOTCAP,EQ,280.2,0.36,460.86,0.65,1.83
SJLOGISTIC,SM,530,0.62,801.53,0.34,1.81
ARIES,EQ,313.5,2.17,407.69,0.58,1.81
GNA,EQ,338.4,0.16,1452.78,0.53,1.8
FRESHARA,SM,164.5,2.52,386.56,1.09,1.8
BANKIETF,EQ,56.24,0.02,3141.52,3.18,1.79
RAMRAT,EQ,575,0.37,2532.41,0.31,1.78
RBMINFRA,ST,371.9,0.36,375.73,0.47,1.75
SGBSEP31II,GB,9312.2,0.34,10871.03,0.02,1.74
SATIA,EQ,78.5,1.02,785,2.22,1.73
SOUTHWEST,EQ,135.03,5.91,402.79,1.29,1.73
OSWALGREEN,EQ,42.15,0.43,1082.45,4.04,1.72
NEXT50,EQ,687,0.01,670.95,0.25,1.72
AFFORDABLE,EQ,413.5,1.6,465.03,0.41,1.69
JAGRAN,EQ,75.25,0.24,1637.85,2.21,1.67
HEALTHIETF,EQ,144.2,0.28,143.78,1.15,1.67
ROHLTD,EQ,390,0.74,1069.58,0.43,1.66
PRLIND,SM,108.6,8.55,248.29,1.56,1.66
PVSL,EQ,115,1.24,818.78,1.44,1.65
MODIRUBBER,EQ,150.32,10,376.41,1.09,1.63
OAL,EQ,390.7,1.26,1314.85,0.42,1.63
CHETANA,SM,121.9,13.18,248.68,1.34,1.62
ENIL,EQ,149.95,3.77,714.82,1.07,1.61
VIVIANA,ST,923.35,5,579.54,0.17,1.6
NAHARSPING,EQ,276.56,0.57,997.42,0.56,1.58
ALPHAETF,EQ,24.44,0.33,417.67,6.43,1.57
KCEIL,ST,251.7,1.94,307.68,0.63,1.57
RUSHIL,EQ,27,0.19,774.41,5.83,1.56
741GS2036,GS,111.4,0.01,167100,1.4,1.56
MIDSMALL,EQ,49.49,0.53,349.23,3.14,1.55
GSMFOILS,ST,155.85,4.32,199.67,0.99,1.55
GULFPETRO,EQ,44.9,2.16,228.92,3.43,1.55
MANCREDIT,EQ,171.5,7.79,335.52,0.93,1.54
AFSL,EQ,220.5,2.16,1115.2,0.69,1.54
BASILIC,ST,427,0.28,992.35,0.36,1.53
DISHTV,BE,5.37,1.51,988.75,28.12,1.51
VLSFINANCE,EQ,266.5,3.9,906.37,0.56,1.51
JPOLYINVST,EQ,985,1.65,1035.43,0.15,1.5
GOLDSHARE,EQ,79.15,0.51,1894.82,1.89,1.5
EBBETF0430,EQ,1510,0.11,25338.01,0.1,1.49
HLVLTD,EQ,13.88,0.43,915.05,10.66,1.49
SATINDLTD,EQ,85.1,0.65,962.35,1.73,1.47
INDOCO,EQ,260.6,2.9,2403.98,0.57,1.47
VERANDA,EQ,211.1,0.88,1570.5,0.68,1.46
GENSOL,BE,68.83,4.99,261.57,2.12,1.46
ESABINDIA,EQ,5131.6,0.68,7899.08,0.03,1.46
RHFL,EQ,3.35,1.52,162.49,43.34,1.46
ATL,EQ,27.41,3.2,690.9,5.28,1.44
AXISGOLD,EQ,78.92,0.55,1677.81,1.77,1.4
ESSENTIA,EQ,2.53,5.42,270.13,55.81,1.4
RPEL,EQ,700,0.68,3213.84,0.2,1.39
VIKASECO,EQ,2.42,2.11,428.03,57.45,1.38
GINNIFILA,BE,38.8,3.69,332.32,3.56,1.38
726GS2032,GS,107.99,0.65,159825.2,1.28,1.38
GRPLTD,EQ,3018,3.39,1609.6,0.05,1.38
SANGHIIND,EQ,63,0.1,1627.45,2.18,1.37
SARVESHWAR,EQ,7.41,0.54,725.3,18.55,1.37
JTEKTINDIA,EQ,139.86,0.17,3556.37,0.97,1.37
GILLANDERS,EQ,121.33,9.99,258.95,1.14,1.36
GROWWGOLD,EQ,92.8,0.43,97.22,1.46,1.36
BYKE,EQ,94.5,0.34,494.04,1.42,1.35
HPAL,EQ,52.96,0.72,486.57,2.52,1.34
UFO,EQ,73.5,0.4,285.29,1.8,1.33
FMGOETZE,EQ,349.1,1.09,1942.12,0.37,1.32
KOHINOOR,EQ,38.68,4.2,143.39,3.44,1.31
MWL,SM,160.9,0.56,477.88,0.83,1.31
MID150CASE,EQ,10.45,0.29,75.71,12.49,1.3
TERASOFT,BE,291,5,364.1,0.45,1.29
MANBA,EQ,139.5,2.18,700.84,0.91,1.28
SINCLAIR,EQ,97.5,5.96,499.79,1.33,1.28
KMSUGAR,EQ,30.51,3.88,280.69,4.22,1.28
COMMITTED,ST,251.9,2.19,272.29,0.51,1.27
LFIC,EQ,226,4.22,67.8,0.55,1.27
MACPOWER,BE,976.3,5,976.71,0.14,1.27
JUNIPER,EQ,323,0.33,7186.83,0.4,1.26
TREL,EQ,35.99,0.36,884.26,3.45,1.26
RSSOFTWARE,BE,64.18,4.99,165.78,1.95,1.25
INFOBEAN,EQ,380.05,0.98,926.14,0.33,1.25
SHIVALIK,EQ,594,1.77,924.29,0.21,1.25
GROWWEV,EQ,29.54,0.65,267.62,4.21,1.24
SRM,EQ,370,2.44,848.94,0.34,1.24
SGBDE31III,GB,9392,0.01,11370.71,0.01,1.24
NPST,EQ,2063,1.05,4000.14,0.06,1.23
BIRLAMONEY,BE,163.18,0.02,922.12,0.74,1.21
718GS2033,GS,107.8,1.19,216678,1.12,1.21
MARALOVER,EQ,79.12,11.59,328.41,1.54,1.2
PRITIKAUTO,EQ,17.81,1.31,296.56,6.62,1.19
KCK,SM,38,4.54,241.69,3.1,1.18
FILATFASH,BE,0.51,4.08,425.04,234.78,1.17
BCONCEPTS,EQ,361,0.73,404.96,0.32,1.17
HTMEDIA,EQ,17.91,2.34,416.85,6.56,1.17
SCPL,EQ,329.05,3.46,345.5,0.35,1.17
MNC,EQ,28.85,1.05,34.2,4.05,1.17
DBEIL,EQ,143.9,0.77,670.3,0.8,1.16
NOVAAGRI,EQ,50.48,2.6,467.04,2.29,1.15
RANASUG,EQ,15.23,3.32,233.88,7.42,1.13
KDL,ST,295.5,2.2,355.31,0.39,1.12
SILVER1,EQ,93.96,0.47,1126.97,1.18,1.11
JAYBARMARU,EQ,71.4,3.27,772.9,1.55,1.1
TRF,EQ,399,1.86,439.08,0.27,1.1
AVONMORE,BE,23.4,1.52,660.31,4.61,1.09
EVINDIA,EQ,29.48,0.55,179.08,3.65,1.08
ALLDIGI,EQ,964.05,0.35,1469.05,0.11,1.07
FUSIONPP,E1,112,1.47,683.85,0.97,1.06
DAVANGERE,EQ,4.05,1.25,381.04,26.02,1.06
UTIBANKETF,EQ,56.75,0.18,3886.24,1.85,1.05
KOTARISUG,EQ,40.5,6.02,335.7,2.6,1.05
INDOWIND,EQ,20.82,2.21,268.17,5.03,1.05
SHANTI,EQ,17.78,4.96,19.75,5.98,1.04
BALAXI,EQ,55,1.07,303.64,1.86,1.04
KMEW,EQ,1575,0.56,1701.16,0.07,1.03
AMRUTANJAN,EQ,706.15,0.4,2041.52,0.15,1.03
MAHEPC,EQ,143.8,0.08,401.81,0.71,1.03
SUNDROP,EQ,802.3,0.04,3024.42,0.13,1.01
DTIL,EQ,213,10.78,223.81,0.48,1.01
SETFNIFBK,EQ,564.84,0.28,4285.71,0.18,1.01
AGSTRA,BE,5.13,4.91,65.89,19.54,1
OLIL,ST,174,0.58,62.71,0.59,0.99
RUBYMILLS,EQ,215,2.59,718.96,0.46,0.99
SAURASHCEM,EQ,96.51,1.31,1073.55,1.02,0.99
MSPL,EQ,28.33,0.35,1592.5,3.49,0.99
ANLON,SM,380,2.7,237.71,0.26,0.97
OCCLLTD,EQ,86.2,0.68,430.57,1.12,0.97
MEGASOFT,BE,72.19,4.99,532.55,1.33,0.96
HESTERBIO,EQ,1850.7,1.73,1574.37,0.05,0.96
BHARATGEAR,EQ,84,6.92,128.98,1.15,0.96
CORALFINAC,EQ,45.77,10.85,184.46,2.12,0.96
KABRAEXTRU,BE,282.9,1.27,989.38,0.34,0.96
GILT5YBEES,EQ,62.12,0.08,221.49,1.51,0.94
ZEAL,SM,152.8,10.13,203.37,0.63,0.94
MALLCOM,EQ,1255,1.9,783.12,0.07,0.92
IITL,EQ,175.99,1.23,396.81,0.52,0.91
LIQUIDSHRI,EQ,1053.35,0.02,24.5,0.09,0.91
SHALPAINTS,EQ,102.87,0.82,861.14,0.88,0.91
WINSOL,SM,225,5.93,259.54,0.41,0.91
HERCULES,EQ,169.83,3.63,543.46,0.54,0.9
KRITINUT,EQ,123.79,3.1,620.23,0.73,0.9
TRIGYN,EQ,82.73,2.46,254.69,1.08,0.89
NILAINFRA,EQ,11.45,0.44,451,7.72,0.89
EGOLD,EQ,95.05,0.53,171.54,0.93,0.89
VISHWARAJ,EQ,10.02,1.21,218.26,8.71,0.88
GROWWMOM50,EQ,11.13,4.7,14.71,8.33,0.88
FINIETF,EQ,29.34,0.79,138.38,3,0.88
DHUNINV,EQ,1665,2.96,1015.18,0.05,0.88
LYKALABS,EQ,119.5,1.38,426.5,0.73,0.87
ECAPINSURE,EQ,21.7,1.26,13.03,3.97,0.87
GFLLIMITED,EQ,56,0.16,615.16,1.52,0.87
SILVERETF,EQ,93.87,0.43,207.95,0.93,0.87
RPPINFRA,BE,174.44,2,864.98,0.5,0.87
THEINVEST,EQ,150.8,0.52,787.81,0.58,0.87
INFRAIETF,EQ,92.68,0.21,131.2,0.93,0.86
